@relation 'Reuters-21578 Corn ModApte Train-weka.filters.unsupervised.attribute.NumericToBinary-weka.filters.unsupervised.instance.RemoveFolds-S0-N5-F1'

@attribute Text string
@attribute class {0,1}

@data
'ICI &lt;ICI> SEEKS GAINS IN SPECIALTY BUSINESSES Imperial Chemical Industries PLC, the\nlargest chemical company in the United Kingdom, will expand its\nspecialty chemicals and drug businesses this year, and better\nits 1986 results, said chairman-elect Denys Henderson.\n    \"We expect to shift our company toward higher value-added\nbusinesses and continue to broaden our base,\" Henderson told\nreporters at an informal meeting here.\n    ICI today announced the formation of a new U.S.\ndrug company, ICI Pharma, which, with its Stuart\nPharmaceuticals unit, it said will double its current\npharmaceutical sales to 1.1 billion dlrs by 1990.\n    Henderson said, \"Our pharmaceutical business gets lost in\nthe way that Glaxo\'s (Glaxo Holdings PLC) does not.\"\n    ICI\'s pharmaceutical division is the second largest drug\nmaker behind Glaxo in the U.K. Last year U.S. drug sales were\nabout 40 pct of its worldwide drug sales of 1.5 billion dlrs,\nwhich in turn brought in 27 pct of its total profits.\n    He estimated that by 1990, ICI\'s pharmaceutical division\nwould account for about 30 pct of total company profits.\n    \"The drug division far and away brings in the highest rate\nof return,\" said A.W. Clements, finance director of ICI, who\nwas also at the meeting.\n    Henderson said the new U.S. drug concern would basically\nact as a second sales force to double the exposure of its drugs\nto doctors. ICI will hire 145 new salespeople by October one.\n    Henderson said the major new products in the company\'s\npipeline, expected to each bring in sales of over 200 mln dlrs\nannually, were Statil, a treatment for diabetic complications,\nZoladex, a treatment for advanced prostate cancer, and Carwin,\na treatment for mild to moderate congestive heart failure.\n    Henderson said U.S. Food and Drug Administration approval\nto market Statil and Zoladex, both under joint licensing\nagreements with Merck and Co Inc &lt;MRK>, is not expected until\nabout 1989. ICI expects to file for permission to market Carwin\nin the U.S. later this year.\n    Henderson said the company\'s 1987 results would top 1986\nincome of 888 mln dlrs or 5.45 dlrs per ADR on sales of 15\nbillion dlrs, but he declined to specify by how much.\n    Henderson said 1987\'s results would be boosted by Glidden\nPaints, which ICI bought last November for 580 mln dlrs from a\nunit of Hanson Industries Inc.\n    Henderson also said that ICI has about nine billion dlrs\navailable for acquisitions. Last year the company made 40\nacquisitions, the largest being Glidden. He said that more\nacquisitions may be made this year but he ruled out an\nacquisition of a pharmaceutical concern as \"too expensive.\"\n    Henderson said that in his new role of chairman, effective\nApril one when he takes over from Sir John Harvey-Jones who\nwill retire, the biggest challenge ahead lay in continuing the\nearnings momentum ICI has established over the past few years\nafter restructuring and selling off unprofitable businesses.\n   \n Reuter\n&#3;',0
'INT\'L HYDRON CORP &lt;HYD> 4TH QTR OPER NET Oper shr profit six cts vs loss 20 cts\n    Oper net profit 734,000 vs loss 2,312,000\n    Revs 16.8 mln vs 13.9 mln\n    Year\n    Oper shr profit 30 cts vs profit three cts\n    Oper net profit 3,342,0000 vs profit 318,000\n    Revs 67.5 mln vs 52.6 mln\n    NOTE: Excludes loss of 41,000 dlrs or nil vs gain 7,000\ndlrs or nil in qtr and gain 247,000 dlrs or two cts vs gain\n88,000 dlrs or one ct in year from net operating loss\ncarryforwards.\n Reuter\n&#3;',0
'ALBERTSON\'S &lt;ABS> ADOPTS STOCKHOLDER RIGHTS PLAN Albertson\'s Inc said its board has\nadopted a stockholder rights plan intended to protect them in\nthe event of any proposed takeover of the company.\n    Under the plan, stockholders will receive a dividend\ndistribution of one right for each share of common stock held\non March 23.\n    The rights are exercisable ten days after a person or group\nacquires 20 pct or more of Alberston\'s common stock or\nannounces a tender offer for 30 pct or more of the stock.\n    Each right will entitle the shareholder to buy one newly\nissued share of Alberston\'s common stock for 150.00 dlrs.\n Reuter\n&#3;',0
'ROSPATCH &lt;RPCH> REJECTS DIAGNOSTIC &lt;DRS> BID Rospatch Corp said it\nrejected a proposal by Diagnostic Retrieval Systems Inc to\nacquire its stock at 22 dlrs a share.\n    Rospatch\'s board believes that the long term interests of\nits shareholders will be best served by continuing as an\nindependent public company at this time, the company said in\nresponse to an unsolicited offer from Diagnostic Retrieval.\n    Rospatch said Diagnostic\'s offer of February 27 is a\nvariation of a previous offer in January, the nature of which\nwas not disclosed.\n    Rospatch said it advised Diagnostic Retrieval that \"it\nwould be contrary to the best interests of the corporation\nto engage in any discussions concerning a business combination\nwith Diagnostic Retrieval.\"\n Reuter\n&#3;',0
'SYNTECH INTERENATIONAL INC &lt;SYNE> 4TH QTR NET Shr profit six cts vs loss 4.51 dlrs\n    Net profit 815,167 vs loss 12,955,562\n    Revs 7,981,022 vs 2,954,488\n    Year\n    Shr profit 16 cts vs loss 7.22 dlrs\n    Net profit 2,446,100 vs loss 19,175,931\n    Revs 23.6 mln vs 14.6 mln\n Reuter\n&#3;',0
'INT\'L MINERALS &lt;IGL> BUYS ANIMAL PRODUCTS UNIT International Minerals and\nChemical Corp said it completed its acquisition of Johnson and\nJohnson Co\'s Pitman-Moore unit, a producer of animal health\nproducts.\n    Terms of the acquisition were not disclosed. International\nMinerals and Chemical said annual sales of the unit are about\n45 mln dlrs.\n    Pitman-Moore makes health products for pets and for farm\nand feedstock animals.\n Reuter\n&#3;',0
'JWT &lt;JWT> NOT APPROACHED BY GROUP SEEKING SHARES JWT Group Inc has not been approached\nby former Ted Bates Worldwide Chairman Robert Jacoby about the\npossibility of a syndicate buying a 35 pct stake in JWT Group\non a friendly basis, a company spokesman said.\n    He said JWT would have no comment on an Advertising Age\nreport that Jacoby is considering heading up a venture capital\nsyndicate to purchase a 35 pct stake in JWT group.\n    Jacoby was not immediately available for comment on the\nreport. Ted Bates is now owned by &lt;Saatchi and Saatchi>, the\nworld\'s largest advertising agency.\n Reuter\n&#3;',0
'COEUR D\'ALENE MINES CORP &lt;COUR> 4TH QTR LOSS Shr loss 18 cts vs loss one ct\n    Net loss 1,343,000 vs loss 49,000\n    Revs 6,778,000 vs 1,976,000\n    Year\n    Shr loss 67 cts vs loss ten cts\n    Net loss 4,693,000 vs loss 672,000\n    Revs 14.0 mln vs 7,034,000\n    Note: 1986 loss included one-time loss of 3,624,000 dlrs on\nwrite-off of certain silver, oil and gas interests.\n Reuter\n&#3;',0
'FOOTE MINERAL &lt;FTE> SELLS CAMBRIDGE PLANT Foote Mineral Co said it signed a\nletter of intent with Shieldalloy Corp, a wholly-owned\nsubsidiary of &lt;Metallurg Inc>, for the sale of its Cambridge,\nOhio, business.\n    The company said the sale, which will be explained in\ngreater detail after the definitive agreement has been signed,\nis part of Foote\'s previously-announced plan to sell the entire\ncompany.\n\n Reuter\n&#3;',0
'U.S. WHEAT GROUPS CALL FOR GLOBAL ACTION All major grain producing countries\nmust do their part to help reduce global surpluses and the\nrecent Australian farm policy proposals are flawed, two U.S.\nwheat organizations said.\n    The recent Australian proposals were a good starting point\nfor discussions, \"but we do not want the Australians to feel\nthey are alone in developing an agenda for discussions\" on world\ngrain trade, the president of the National Association of Wheat\nGrowers, NAWG, and the chairman of U.S. Wheat Associates said\nin a letter to U.S. Agriculture Secretary Richard Lyng and U.S.\nTrade Representative Clayton Yeutter.\n    Future discussions on international wheat trade should\ninclude three topics -- a commitment to privatization of\ngovernment-run export trading entities, a commitment to public\ndisclosure of sales and other terms if government entities are\ninvolved, and a recognition that supply reductions by the U.S.\nhave kept world prices higher than they otherwise would be, the\ntwo organizations said \n    While the Australian proposals are welcome the two\norganizations said they are not in total agreement with their\nassessments.\n    Australia\'s proposals, which aim to reduce U.S. target\nprices and \"quarantine\" U.S. wheat stocks, would continue to\nplace the burden of supply adjustment and reform on U.S.\nfarmers, they said.\n      Other countries, including Australia, have benefitted\nfrom the higher world prices that have resulted from past U.S.\nacreage and crop reduction programs, the organizations said.\n    \"We will not continue to hurt ourselves economically -- and\nsubsidize foreign wheat production -- by unilaterally stocking\ngrain and changing programs which protect our growers,\" Jim\nMiller, president of NAWG said.\n    \"We sincerely hope for some type of agreement among the\nworld\'s major grain producing nations to reduce stocks and\nrestore profitability to agriculture,\" Miller said.\n Reuter\n&#3;',0
'GELCO &lt;GEL> SEES FLAT 1987 PRETAX OPERATING NET Gelco Corp said that,\nexcluding the effects of a restructuring plan, it expects\npre-tax operating earnings for the year to end July 31, 1987,\nto be about the same as those of last year.\n    For the year ended July 31, 1986, Gelco reported pre-tax\noperating earnings of 14.8 mln dlrs, or 1.08 dlrs a share.\n    However, final results will be affected by certain charges\nincluding legal and investment advisors fees, preferred stock\ndividends and other costs of restructuring, it said.\n    Expenses associated with restructuring are expected to be\noffset by \"significant\" gains from the sale of some of Gelco\'s\nbusiness units, it said.\n    The final outcome for the fiscal year will be determined by\nthe timing and proceeds from the sale, it added.\n Reuter\n&#3;',0
'UTILICORP &lt;UCU> ACQUIRES DOMINION &lt;D> SUBSIDIARY UtiliCorp United Inc said it\nhas closed the previously announced acquisition of West\nVirginia Power from Dominion Resources Inc for about 21 mln\ndlrs.\n Reuter\n&#3;',0
'PESCH SEES SHAREHOLDER SUPPORT IN AMI &lt;AMI> BID Chicago physician LeRoy Pesch said he\nhas had discussions with several American Medical International\nInc shareholders and sees support for a restructuring of the\ncompany.\n    Pesch said he has discussed his sweetened, 1.91 billion dlr\ntakeover bid for American Medical with several large\nshareholders, including the biggest investor, the Bass family\nof Texas. However, the Bass family has not indicated support\none way or the other for his offer, he said.\n    Pesch, in an interview with Reuters, said based on the\nconversations he held with shareholders, he could not guage\nwhether he had majority support. He said, however, there is\nsupport for his offer.\n    Pesch would not identify shareholders with whom he held\ndiscussions other than the Bass family and the Wedge Group Inc,\nthe only other holder of more than five pct of American Medical\nstock.\n    Earlier today, Wedge Group, which has a 5.5 pct stake, \nsaid it held discussions with Pesch, American Medical\nmanagement and other American Medical shareholders.\n    Wedge, in a filing with the Securities and Exchange\nCommission, said it believes a restructuring of American\nMedical and its business would be \"highly desirable and\nappropriate at this time.\"\n    \"That\'s the sort of position that I find a large segment of\nshareholders of AMI really share,\" said Pesch.\n    Pesch said he held discussions with Wedge about joining his\ntakeover effort, in which he is offering 17 dlrs cash, four\ndlrs in preferred stock and one dlr in common stock for each\nAmerican Medical share. Wedge said it has no plans to join in\nan effort to seek control of American Medical, but it would not\nrule out a future takeover try.\n    Pesch said he did not discuss a joint takeover proposal\nwith the Bass family.\n    Some analysts saw the Wedge statement as a boost to Pesch\'s\ntakeover effort and a further sign that there could be some\nshareholder dissatisfaction following American Medical\'s\nprevious rejection of a 20 dlr per share all cash offer from\nPesch.\n    American Medical is expected to resist Pesch\'s latest bid.\nLarry Feinberg, an analyst with Dean Witter Reynolds Inc said a\nmanagement-led leveraged buyout cannot be ruled out.\n    An American Medical spokesman said the company will comment\non the new Pesch offer by March 10.\n    Analysts continue to view the Bass family as a factor in\nthe outcome of the bid for control of American Medical.\n    The Bass family holds an 11. 6 pct stake in American\nMedical, and the company has previously said the investors\nsupport management\'s internal plan to improve the company\'s\nperformance. The Bass family would not comment on American\nMedical or Pesch.\n    Pesch, who led the leveraged buyout of Republic Health Corp\nlast year, continues to face a credibilty problem on Wall\nStreet because of the long time it took to finish the Republic\nacquisition.\n    Republic also has substantial debt, and has left wall\nstreet questioning whether financing can be completed for the\nmuch larger American Medical takeover proposal.\n    Pesch\'s first offer for American Medical was made without\nan investment banking firm, another cause for concern to Wall\nStreet. However, Pesch entered his second offer with\nrepresentation from Donaldson, Lufkin, and Jenrette Securities\nand Security Pacific Merchant Banking Group.\n    \"I don\'t have any doubt that the current transaction can be\nworked out and completed, provided we get to the point where\nAmi management will sit down and talk in a friendly\nenvironment,\" Pesch said.\n    Pesch would not elaborate on what type of financing\narrangements are being made. He did say if he succeeds in\nacquiring American Medical he plans to keep much of American\nMedical management in place.\n    He said he plans to combine the company with Republic to\nform an efficient network of hospitals.\n    Analysts said they do not believe a much higher offer could\nbe made for American Medical.\n    Byron Nimocks of E.F. Hutton Group said improved second\nfiscal quarter earnings could make American Medical stock worth\nabout 20 dlrs per share.\n    Nimocks estimates American Medical earnings for the second\nquarter ended February 28 could be 35 cts, compared to a 95 ct\nloss last year.\n    Nimocks said Pesch\'s revised offer is not worth much more\nthan the 20 dlrs cash offered previously.\n    But Feinberg said there is a better chance a transaction\ncould be completed because of the revised structure of the\noffer. \"I think it\'s much more doable,\" he said.\n    Analysts have said American Medical has begun a turnaround\nby replacing some members of management and reducing costs.\n Reuter\n&#3;',0
'SENIOR DELEGATES PESSIMISTIC ON ICO TALKS Efforts to break an impasse between\ncoffee exporting and importing countries over regulating the\nworld coffee market in the face of falling prices appear to\nhave failed, senior delegates said after a contact group\nmeeting. The full ICO council is due to meet this evening.\n    President of the Brazilian Coffee Institute (IBC) Jorio\nDauster told Reuters after the contact group meeting there had\nbeen no agreement on quotas as consumers had tried to dictate\nmarket shares rather than negotiate them.\n    Dauster said there are no plans yet to renew negotiations\nat a later date.\n Reuter\n&#3;',0
'GLAMIS GOLD LTD &lt;GLGVF> SIX MTHS DEC 31 NET Shr 16 cts vs 22 cts\n    Net 1,226,597 vs 1,327,016\n    Revs 6,598,580 vs 5,921,828\n Reuter\n&#3;',0
'U.S. APPROVES BUYOUT OF COASTAL BANCORP &lt;CSBK> Coastal Bancorp said the U.S.\nFederal Reserve Board approved the acquisition of Coastal by\nSuffield Financial Corp &lt;SSBK>.\n    The acquisition still requires approval from the Banking\nDepartment in Maine, the company noted.\n Reuter\n&#3;',0
'LITTLE PRINCE PRODUCTIONS LTD&lt;LTLP>1ST QTR LOSS Qtr ended Dec 31\n    Shr profit nil vs loss nil\n    Net profit 858 vs loss 3,957\n    Revs 7,372 vs 1,500\n Reuter\n&#3;',0
'AMCA &lt;AIL> TO SELL SOME DOMINION BRIDGE ASSETS AMCA International Ltd said it finalized\nagreement to sell certain assets and inventories of its\nDominion Bridge steel service center operations to &lt;Federal\nIndustries Ltd>\'s Russelsteel Inc unit. Terms were undisclosed.\n    It said the sale involved assets and operations of the\ngeneral line of steel service centers in Toronto and Edmonton,\nAlberta and steel from inventories of closed AMCA branches.\n    The company said the sale was part of a previously\nannounced restructuring program to allow it to focus on certain\ncore businesses and generate cash to cut debt.\n Reuter\n&#3;',0
'SCOTT\'S HOSPITALITY ACQUIRES CAPITAL FOOD &lt;Scott\'s Hospitality Inc> said it\nacquired Capital Food Services Ltd, Ottawa\'s largest catering\nand food service company, for undisclosed terms.\n    Scott\'s said it would operate Capital Food as a separate\nunit under Capital\'s current name and management.\n Reuter\n&#3;',0
'UNION NATIONAL &lt;UNBC> SIGNS DEFINITIVE PACT Union National Corp said it\nsigned a definitive agreement under which its First National\nBank and Trust Co of Washington unit will merge with &lt;Second\nNational Bank of Masontown>.\n    Under a previously announced merger agreement, each share\nof Second National\'s common stock will be converted into 25\nshares of Union National common.\n Reuter\n&#3;',0
'ANALYSTS SEE NO OTHER BIDDER FOR PUROLATOR&lt;PCC> Several analysts said they do not\nbelieve another suitor will top the 265 mln dlr bid for\nPurolator Courier Corp by E.F. Hutton LBO Inc and a management\ngroup from Purolator\'s courier division.\n    There had been speculation another offer might be\nforthcoming, but analysts mostly believe the 35 dlrs per share\nprice being paid by Hutton and the managers\' PC Acquisition Inc\nis fully valued.\n    Analysts and some Wall Street sources said they doubted\nanother bidder would emerge since Purolator had been for sale\nfor sometime before a deal was struck with Hutton Friday.\n    Purolator\'s stock slipped 3/8 today to close at 34-3/4. It\nhad been trading slightly higher than the 35 dlr offer on\nFriday. At least one analyst Friday speculated the company\nmight fetch 38 to 42 dlrs per share.\n    analysts and wall street sources doubted a competitive\noffer would emerge since the company has been for sale for\nsometime before the deal with Hutton was struck Friday.\n    Hutton had been in talks with Purolator\'s adviser, Dillon,\nRead and Co since late December, a Hutton spokesman said.\n    Hutton is offering 35 dlrs cash per share for 83 pct of the\nshares. If all shares are tendered, shareholders would receive\n29 dlrs cash, six dlrs in debentures, and warrants for stock in\na subsidiary of PC Acquisition containing the Purolator U.S.\ncourier operation. Hutton values the warrants at two to three\ndlrs per share.\n    Wall Street sources also said today that a rival bidder\nmight be discouraged by a breakup fee Purolator would have to\npay if it ends its agreement with Hutton. The sources would not\nreveal the amount of the fee, which will be noted in documents\non the transaction to be made public later this week.\n Reuter\n&#3;',0
'WHITEHALL CORP &lt;WHT> 4TH QTR NET Shr 15 cts vs 55 cts\n    Net 557,000 vs 2,020,000\n    Revs 8,872,000 vs 13,908,000\n    Year\n    Shr 60 cts vs 2.52 dlrs\n    Net 2,198,000 vs 9,313,000\n    Revs 36.9 mln vs 55.7 mln\n Reuter\n&#3;',0
'SERVICE CORP INTERNATIONAL &lt;SRV> 3RD QTR NET Qtr ended Jan 31\n    Shr 33 cts vs 29 cts\n    Net 14.8 mln vs 11 mln\n    Revs 108.6 mln vs 70.0 mln\n    Avg shrs 45.2 mln vs 37.6 mln\n    Nine mths\n    Shr 88 cts vs 76 cts\n    Net 36.7 mln vs 28.7 mln\n    Revs 260.4 mln vs 193.0 mln\n    Avg shrs 41.9 mln vs 37.8 mln\n    Note: Net for nine mths includes gains from dispositions of\n1,783,000 dlrs or four cts a share vs 900,000 dlrs or two cts a\nshare.\n    Avg shrs and shr data restated to reflect three-for-two\nstock split in January.\n Reuter\n&#3;',0
'PEOPLES BANCORPORATION &lt;PEOP> QUARTERLY DIVIDEND Qtly div 25 cts vs 25 cts\n    Pay April 24\n    Record March 31\n Reuter\n&#3;',0
'CPL REIT &lt;CNTRS> 4TH QTR NET Shr 24 cts\n    Net 412,737\n    Revs 605,321\n    Year\n    Shr 93 cts\n    Net 1,577,892\n    Revs 2,345,261\n    NOTE: Full name CPL Real Estate Investment Trust.\n    Company was formed Dec 30, 1985.\n Reuter\n&#3;',0
'REPUBLIC AUTOMOTIVE PARTS &lt;RAUT> 4TH QTR LOSS Shr loss 85 cts vs loss 88 cts\n    Net loss 2,410,000 vs loss 2,466,0000\n    Revs 24.0 mln vs 23.9 mln\n    Year\n    Shr loss 1.18 dlrs vs loss 81 cts\n    Net loss 3,338,000 vs loss 2,275,000\n    Revs 101.4 mln vs 112.3 mln\n Reuter\n&#3;',0
'REALMERICA CO &lt;RACO> YEAR NOV 30 NET Shr profit four cts vs loss 16 cts\n    Net profit 155,383 vs loss 577,336\n    Note: Net includes tax credit of 51,226 dlrs or one ct per\nshare.\n Reuter\n&#3;',0
'S-K-I LTD &lt;SKII> 2ND QTR JAN 25 NET Shr 81 cts vs 57 cts\n    Net 3,660,273 vs 2,437,914\n    Revs 28.5 mln vs 23.1 mln\n    Six mths\n    Shr 29 cts vs 12 cts\n    Net 1,325,755 vs 483,559\n    Revs 31.7 mln vs 26.4 mln\n Reuter\n&#3;',0
'FERRO CORP &lt;FOE> SETS JOINT VENTURE Ferro Corp said it has formed a\njoint venture with Paris-based Alsthom Inudstrial Group to\nexport U.S. epxertise in specialty composite materials to the\nEuropean market.\n    Ferro said although the airframe and aerospace industries\nare the prime users of composite materials today, it plans to\ndevelop applications for the ground transportation and\nindustrial markets in the near future.\n    Ferro also announced it has agreed to purchase CompositAir,\na developer of composit materials applications, for an\nundisclosed sum.\n Reuter\n&#3;',0
'NYMEX RULE CHANGE SEEN BOOSTING ENERGY TRADE The New York Mercantile Exchange said\nit will introduce exchanges for physicals (EFPS) to its energy\nfutures markets April one.\n    An exchange spokeswoman said the change will allow oil\ntraders that do not hold a futures position to initiate, after\nthe exchange closes, a transaction that can subsequently be\nhedged in the futures market.\n    EFPs, already in effect for platinum futures on NYMEX, are\nexpected to increase the open interest and liquidity in U.S.\nenergy futures, according to traders and analysts.\n    The Commodity Futures Trading Commission approved the rule\nchange in February, according to a CFTC spokeswoman.\n Reuter\n&#3;',0
'U.S. REFINERY COPPER STOCKS FALL IN JANUARY Refined copper stocks held by U.S.\nrefineries fell to 109,200 short tons at the end of January\nfrom 145,400 short tons at the end of December, the American\nBureau of Metal Statistics reported.\n    Commodity Exchange (Comex) copper stocks climbed to 103,000\ntons in January from 93,300 tons in December. Combined refinery\nand Comex stocks eased to 212,200 tons in January\nfrom 238,700 tons in December.\n    U.S. refined production declined to 117,600 tons in January\nfrom 137,400 tons in December. Crude output increased to 98,600\ntons in January from 93,300 tons (revised lower) in December.\n    Preliminary figures showed U.S. refined deliveries rose to\n151,800 tons in January from 124,800 tons in December.\n Reuter\n&#3;',0
'CCL UNIT ACQUIRES NESTLE CANADA CAN OPERATIONS &lt;CCL Industries Inc>\'s Continental Can\nCanada Inc unit said it acquired the Wallaceburg, Ontario,\nmetal can making operations of Nestle Enterprises Ltd, wholly\nowned by &lt;Nestle SA>, of Switzerland. Terms were undisclosed.\n    Continental Can said it would supply Nestle\'s equivalent\ncan requirements under a long-term agreement.\n    Nestle said it decided to stop manufacturing cans \"in order\nto be in a better position to take full advantage of the\nchanges underway or on the horizon in food packaging\ntechnology.\"\n Reuter\n&#3;',0
'AMERICAN PORK CONGRESS KICKS OFF TOMORROW The American Pork Congress kicks off\ntomorrow, March 3, in Indianapolis with 160 of the nations pork\nproducers from 44 member states determining industry positions\non a number of issues, according to the National Pork Producers\nCouncil, NPPC.\n    Delegates to the three day Congress will be considering 26\nresolutions concerning various issues, including the future\ndirection of farm policy and the tax law as it applies to the\nagriculture sector. The delegates will also debate whether to\nendorse concepts of a national PRV (pseudorabies virus) control\nand eradication program, the NPPC said.\n    A large trade show, in conjunction with the congress, will\nfeature the latest in technology in all areas of the industry,\nthe NPPC added.\n Reuter\n&#3;',0
'COPPER STOCKS OUTSIDE U.S. INCREASE IN DECEMBER Refined copper stocks held by\nrefineries outside the U.S. increased to a preliminary 277,500\nshort tons at the end of December from a preliminary 270,000\nshort tons (revised higher) at the end of November, the\nAmerican Bureau of Metal Statistics said.\n    London Metal Exchange stocks fell to 193,100 tons in\nDecember from 194,400 tons in November. Combined refinery and\nLME stocks rose to a preliminary 470,600 tons from 464,400 tons\n(revised higher). January LME stocks were 193,400 tons.\n    Preliminary figures showed refined production outside U.S.\nlower at 377,300 tons in December versus 384,000 tons in\nNovember. Crude output decreased to 421,500 tons from 427,000\ntons (revised higher). Refined copper deliveries decreased to\n359,800 tons from 375,400 tons (revised lower).\n Reuter\n&#3;',0
'MFS MANAGED MUNCIPAL BOND TRUST SETS PAYOUT &lt;MFS Managed Muncipal Trust Bond>\nsaid it declared a monthly payout income distribution of 5.7\ncts a share compared with 5.6 cts for the previous month.\n    It said the distribution is payable March 20 to\nshareholders of record March two.\n Reuter\n&#3;',0
'U.S. BRASS MILL COPPER STOCKS LOWER IN JANUARY U.S. brass mill copper stocks fell to\n185,400 short tons (copper content) at the end of January from\n191,200 short tons at the end of December, according to the\nAmerican Bureau of Metal Statistics.\n    Consumption by brass mills increased to 60,700 short tons\nin January from 48,900 short tons in December.\n    Mills consumed 29,600 tons of refinery shapes in January\nversus 24,000 tons in December. Scrap consumption increased to\n31,100 tons in January from 24,900 tons in December.\n    Total brass mill shipments increased to 69,600 tons in\nJanuary from 54,400 tons in December, while receipts rose to\n63,800 tons from 47,100 tons.\n Reuter\n&#3;',0
'MFS MUNICIPAL INCOME TRUST &lt;MFM> SETS PAYOUT MFS Municipal Income Trust said it\ndeclared a monthly income distribution of 5.7 cts a share\ncompared with 5.5 cts a share paid in the previous month.\n    It said the distribution is payable March 27 to\nshareholders of record March 13.\n Reuter\n&#3;',0
'PITTWAY CORP &lt;PRY> 4TH QTR NET Shr 1.35 dlrs vs two dlrs\n    Net 6,195,000 vs 9,202,000\n    Sales 157.5 mln vs 151.6 mln\n    Year\n    Shr 6.02 dlrs vs 6.78 dlrs\n    Net 27,608,000 vs 31,117,000\n    Sales 585.7 mln vs 541.3 mln\n Reuter\n&#3;',0
'ARMTEK &lt;ARM> TO SELL INDUSTRIAL TIRE UNIT Armtek Corp, previously the\nArmstrong Rubber Co, said it agreed to sell its industrial tire\nand assembly division to a Dyneer Corp &lt;DYR> for an undisclosed\nsum.\n    It said the agreement covers the division\'s tire production\nfacility in Clinton, Tenn., and its plants serving original\nequipment and replacement markets. Armstrong Tire Co, an Armtek\nunit, will continue to sell replacement industrial tires, the\ncompany said.\n    Final closing is expected in the third fiscal quarter\nending June 30.\n\n Reuter\n&#3;',0
'PETROLITE CORP &lt;PLIT> SETS PAYOUT Qtly dividend 28 cts vs 28 cts\n    Pay April 24\n    Record April 10\n Reuter\n&#3;',0
'NYMEX TO SUBMIT PROPANE PROPOSAL TO CFTC The New York Mercantile Exchange expects\nto submit a propane futures contract for federal regulatory\napproval within a few days, according to an exchange\nspokeswoman.\n    As previously announced, the Board of Governors of the\nexchange approved the contract last month. The exchange will\nnow submit the contract to the Commodity Futures Trading\nCommission, according to the spokeswoman.\n    Contract specifications will resemble those of heating oil\nand gasoline futures. The contract size will be 1,000 barrels,\nor 42,000 U.S. gallons.\n    The minimum price fluctuation for the propane futures\ncontract will be  0.01 cent per gallon, or 4.20 dlrs a barrel,\naccording to the exchange.\n    The maximum daily price limit will be two cts a gallon on\nall contracts except spot. Trading will terminate on the last\nbusiness day of the month preceding the delivery month.\n    The exchange said delivery will be F.O.B from the seller\'s\npipeline, storage, or fractionation facility in Mont Belvieu,\nTexas, which has a direct pipeline access to the Texas Eastern\nTransmission Pipeline (TET) in Mont Beliview.\n    Delivery method will be by in-line or in-well transfer,\ninter-facility transfer or pumpover, or book transfer and\ncannot be done earlier than the tenth calendar day of the\ndelivery month, according to the exchange. Deliveries must be\ncompleted no later than two business days prior to the end of\nthe delivery month.\n    Buyers taking delivery of the propane must pay the seller\nby certified check and the deadline for payment is 1200 EST\n(noon) of the second business day following receipt of the\npropane.\n Reuter\n&#3;',0
'australian annual broad money supply growth 10.3 pct in January\n ',0
'YEUTTER BLASTS PROPOSED EC OILS AND FATS TAX U.S. trade representative Clayton\nYeutter today said that if the European Community\'s Council of\nMinisters approves a tax on vegetable oils and fats, another\nmajor transatlantic trade row will erupt over agriculture.\n    In a statement issued by the trade representative\'s office\nfollowing a speech to the American Soybean Association\'s board\nof directors, Yeutter said the proposed tax would have a severe\nimpact on American soybean farmers, who export some 2.4 billion\ndlrs in soybeans and products annually to the EC.\n    \"This is an unacceptable situation for us and its\n(vegetable oils tax) enactment would leave us no choice but to\nvigorously protect our trade rights and defend our access to\nthe European market,\" Yeutter said.\n    Yeutter said the proposed vegetable oils tax would violate\nEC obligations under the GATT.\n    He said the effect of the tax would be to double the price\nof soyoil produced from imported soybeans, making margarine\nmade from soyoil more expensive than tallow-based margarine,\nand closer in price to expensive European butter.\n    \"I am astonished that the EC commission would propose such\na provocative measure so soon after we successfully resolved\nthe agricultural dispute over the enlargement of the EC to\ninclude Spain and Portugal,\" Yeutter said.\n    \"It serves no purpose to embark on another confrontational\ncourse before the recent wounds have healed and as we are\nbeginning to make progress on the Uruaguay round (of global\ntrade talks),\" he said.\n Reuter\n&#3;',0
'EXXON &lt;XON> CUTS HEATING OIL BARGE PRICE Oil traders in New York said Exxon\nCorp\'s Exxon U.S.A. unit reduced the price it charges contract\nbarge customers for heating oil in New York harbor 0.75 cent a\ngallon, effective today.\n    They said the reduction brings Exxon\'s contract barge price\nto 43.25 cts. The price decrease follows sharp declines in\nheating oil prices on spot and futures markets, traders said.\n Reuter\n&#3;',0
